schemaVersion,recordType,source.name,source.url,collectedAt,content.productName,content.startupName,content.pricingModel,content.extractedBy,content.startupNameRaw
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/flick,2026-08-27T12:46:36Z,Flick,Flick,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/bloome,2026-08-27T12:46:36Z,Bloome,Bloome,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/listnr,2026-08-27T12:46:36Z,Listnr,Listnr,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/replicate,2026-08-27T12:46:36Z,Replicate,Replicate,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/google-translate,2026-08-27T12:46:37Z,Google Translate,Google Translate,FREE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dealsizeai,2026-08-27T12:46:37Z,DealSize.ai,DealSize.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ludo,2026-08-27T12:46:37Z,Ludo,Ludo,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/canva,2026-08-27T12:46:37Z,Canva,Canva,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/picma-studio,2026-08-27T12:46:38Z,PicMa Studio,PicMa Studio,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/aithor,2026-08-27T12:46:38Z,Aithor,Aithor,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/voibe,2026-08-27T12:46:38Z,Voibe,Voibe,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vsub,2026-08-27T12:46:39Z,Vsub,Vsub,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/socratic-by-google,2026-08-27T12:46:39Z,Socratic by Google,Socratic by Google,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/lumiere-3d,2026-08-27T12:46:39Z,Lumiere 3D,Lumiere 3D,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/nanaimage,2026-08-27T12:46:39Z,NanaImage,NanaImage,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/chromox,2026-08-27T12:46:39Z,Chromox,Chromox,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/myessaywriter-ai,2026-08-27T12:46:40Z,MyEssayWriter.ai,MyEssayWriter.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/brandscreen,2026-08-27T12:46:40Z,BrandScreen,BrandScreen,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/munch-studio,2026-08-27T12:46:42Z,Munch Studio,Munch Studio,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/create,2026-08-27T12:46:40Z,Create,Create,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/creativai,2026-08-27T12:46:41Z,CreativAI,CreativAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/charisma,2026-08-27T12:46:41Z,Charisma,Charisma,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/collov,2026-08-27T12:46:41Z,Collov AI,Collov AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/thumbnailcreator,2026-08-27T12:46:41Z,ThumbnailCreator.com,ThumbnailCreator.com,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/topaz-labs,2026-08-27T12:46:42Z,Topaz Labs,Topaz Labs,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pollinations,2026-08-27T12:46:42Z,Pollinations,Pollinations,FREE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/spellbook,2026-08-27T12:46:42Z,Spellbook,Spellbook,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/elephant,2026-08-27T12:46:43Z,Elephant,Elephant,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vmaker-ai,2026-08-27T12:46:44Z,Vmaker AI,Vmaker AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/videoleap,2026-08-27T12:46:43Z,Videoleap,Videoleap,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/axion-ray,2026-08-27T12:46:43Z,Axion Ray,Axion Ray,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ugo,2026-08-27T12:46:44Z,UGO,UGO,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/penelope-ai,2026-08-27T12:46:44Z,Penelope AI,Penelope AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/suno,2026-08-27T12:46:44Z,Suno,Suno,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/komo-search,2026-08-27T12:46:45Z,Komo Search,Komo Search,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/taskade,2026-08-27T12:46:45Z,Taskade,Taskade,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/niomake,2026-08-27T12:46:45Z,Niomake,Niomake,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/meta-ai,2026-08-27T12:46:45Z,Meta AI,Meta AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/sudowrite,2026-08-27T12:46:46Z,Sudowrite,Sudowrite,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/characterx,2026-08-27T12:46:46Z,CharacterX,CharacterX,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/interiorai,2026-08-27T12:46:47Z,InteriorAI,InteriorAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mindflow,2026-08-27T12:46:47Z,Mindflow,Mindflow,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/happyrobot,2026-08-27T12:46:47Z,HAPPYROBOT,HAPPYROBOT,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/kaiberai,2026-08-27T12:46:47Z,Kaiber,Kaiber,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/grammarly,2026-08-27T12:46:47Z,Grammarly,Grammarly,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/proposal-genie,2026-08-27T12:46:48Z,Proposal Genie,Proposal Genie,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/cleanuppictures,2026-08-27T12:46:48Z,Cleanup.pictures,Cleanup.pictures,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vidnoz,2026-08-27T12:46:49Z,Vidnoz,Vidnoz,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/trickle,2026-08-27T12:46:49Z,Trickle AI,Trickle AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/casetext,2026-08-27T12:46:51Z,Casetext,Casetext,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/searchcans,2026-08-27T12:46:51Z,SearchCans,SearchCans,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/google-earth-studio,2026-08-27T12:46:51Z,Google Earth Studio,Google Earth Studio,FREE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/moxo,2026-08-27T12:46:52Z,Moxo,Moxo,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/capafy,2026-08-27T12:46:52Z,Capafy,Capafy,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/jasper,2026-08-27T12:46:52Z,Jasper,Jasper,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/microsoft-translator,2026-08-27T12:46:52Z,Microsoft Translator,Microsoft Translator,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/voctiv,2026-08-27T12:46:52Z,Voctiv,Voctiv,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/educatorlab,2026-08-27T12:46:53Z,EducatorLab,EducatorLab,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/arini,2026-08-27T12:46:53Z,Arini,Arini,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/tattoosai,2026-08-27T12:46:54Z,TattoosAI,TattoosAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/salescloser-ai,2026-08-27T12:46:53Z,SalesCloser AI,SalesCloser AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gifthuntr,2026-08-27T12:46:54Z,GiftHuntr,GiftHuntr,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/cabinaai,2026-08-27T12:46:54Z,Cabina AI,Cabina AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/tenorshare-ai,2026-08-27T12:46:54Z,Tenorshare AI,Tenorshare AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/youware,2026-08-27T12:46:54Z,YouWare,YouWare,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/molypix-ai,2026-08-27T12:46:54Z,MolyPix.AI,MolyPix.AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/quick-creator,2026-08-27T12:46:56Z,Quick Creator,Quick Creator,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/questie-ai,2026-08-27T12:46:55Z,Questie AI,Questie AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/descript,2026-08-27T12:46:56Z,Descript,Descript,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/alphastream,2026-08-27T12:46:56Z,Alphastream,Alphastream,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ninjachat-ai,2026-08-27T12:46:56Z,Ninjachat AI,Ninjachat AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/aios,2026-08-27T12:46:57Z,aiOS,aiOS,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/autodraft,2026-08-27T12:46:57Z,Autodraft,Autodraft,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/align-ai,2026-08-27T12:46:58Z,Align AI,Align AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/renamer-ai,2026-08-27T12:46:57Z,Renamer.ai,Renamer.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/booke-ai,2026-08-27T12:46:58Z,Booke AI,Booke AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/blaze,2026-08-27T12:46:58Z,Blaze,Blaze,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/jeffrey-celavie,2026-08-27T12:46:59Z,Jeffrey Celavie,Jeffrey Celavie,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/deep-realms,2026-08-27T12:46:59Z,Deep Realms,Deep Realms,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/chatling,2026-08-27T12:46:59Z,Chatling,Chatling,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/inner-ai,2026-08-27T12:47:00Z,Inner AI,Inner AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/sully-ai,2026-08-27T12:47:00Z,Sully AI,Sully AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/cron-ai,2026-08-27T12:46:59Z,Cron AI,Cron AI,FREE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/writehuman,2026-08-27T12:47:00Z,WriteHuman,WriteHuman,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/one-photo-raw,2026-08-27T12:47:00Z,ON1 Photo RAW,ON1 Photo RAW,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/moonshot-ai,2026-08-27T12:47:00Z,Moonshot AI,Moonshot AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/goenhance-ai,2026-08-27T12:47:00Z,GoEnhance AI,GoEnhance AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/respan,2026-08-27T12:47:01Z,Respan,Respan,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dezgo,2026-08-27T12:47:01Z,Dezgo,Dezgo,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/finster-ai,2026-08-27T12:47:02Z,Finster AI,Finster AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/freebeat,2026-08-27T12:47:01Z,Freebeat,Freebeat,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/10web,2026-08-27T12:47:02Z,10Web,10Web,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gumloop,2026-08-27T12:47:02Z,Gumloop,Gumloop,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pdf-flex,2026-08-27T12:47:02Z,PDF Flex,PDF Flex,FREE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/deepl-translator,2026-08-27T12:47:02Z,DeepL Translator,DeepL Translator,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/retell,2026-08-27T12:47:03Z,Retell AI,Retell AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/sibyl-ai,2026-08-27T12:47:04Z,Sibyl AI,Sibyl AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dispute-panda,2026-08-27T12:47:03Z,Dispute Panda,Dispute Panda,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vapi,2026-08-27T12:47:03Z,Vapi,Vapi,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/visenze,2026-08-27T12:47:04Z,ViSenze,ViSenze,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/moksa-ai,2026-08-27T12:47:04Z,MokSa.AI,MokSa.AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-email-writer,2026-08-27T12:47:04Z,AI Email Writer,AI Email Writer,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/llmstack,2026-08-27T12:47:05Z,LLMStack,LLMStack,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/deduction,2026-08-27T12:47:05Z,Deduction,Deduction,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/kits-ai,2026-08-27T12:47:05Z,Kits AI,Kits AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gptbots,2026-08-27T12:47:06Z,GPTBots,GPTBots,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/transcriptlol,2026-08-27T12:47:05Z,Transcript.LOL,Transcript.LOL,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-photo-filter,2026-08-27T12:47:05Z,AI Photo Filter,AI Photo Filter,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vertech-academy,2026-08-27T12:47:06Z,Vertech Academy,Vertech Academy,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dataspot,2026-08-27T12:47:06Z,Dataspot,Dataspot,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/turnitin,2026-08-27T12:47:06Z,Turnitin,Turnitin,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/bigideasdb,2026-08-27T12:47:06Z,BigIdeasDB,BigIdeasDB,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/fluid-topics,2026-08-27T12:47:07Z,Fluid Topics,Fluid Topics,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/recall,2026-08-27T12:47:08Z,Recall,Recall,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/bytemine,2026-08-27T12:47:07Z,Bytemine,Bytemine,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dzine-ai,2026-08-27T12:47:07Z,Dzine AI,Dzine AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vimerse-studio,2026-08-27T12:47:08Z,Vimerse Studio,Vimerse Studio,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/genspark-ai,2026-08-27T12:47:08Z,Genspark.ai,Genspark.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/roomgpt,2026-08-27T12:47:08Z,RoomGPT,RoomGPT,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/detectgpt,2026-08-27T12:47:08Z,DetectGPT,DetectGPT,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/rendernet,2026-08-27T12:47:09Z,Rendernet,Rendernet,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/eesel-ai,2026-08-27T12:47:09Z,eesel AI,eesel AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/gptexcel,2026-08-27T12:47:09Z,GPTExcel,GPTExcel,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/excel-formula-bot,2026-08-27T12:47:09Z,Excel Formula Bot,Excel Formula Bot,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/magic-school-ai,2026-08-27T12:47:09Z,Magic School AI,Magic School AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/wpturbo,2026-08-27T12:47:10Z,WPTurbo,WPTurbo,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/e2b,2026-08-27T12:47:10Z,E2B,E2B,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/echowin,2026-08-27T12:47:11Z,echowin,echowin,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vivagoai,2026-08-27T12:47:10Z,vivago.ai,vivago.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dashvox,2026-08-27T12:47:10Z,DashVox,DashVox,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/magic-type-ai,2026-08-27T12:47:11Z,Magic Type AI,Magic Type AI,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/easy-peasy-ai,2026-08-27T12:47:11Z,Easy Peasy AI,Easy Peasy AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mirror-ai,2026-08-27T12:47:11Z,Mirror AI,Mirror AI,FREE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/relevance-ai,2026-08-27T12:47:12Z,Relevance AI,Relevance AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/thoughtful-ai,2026-08-27T12:47:13Z,Thoughtful AI,Thoughtful AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/lore,2026-08-27T12:47:12Z,Lore,Lore,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/rad-ai,2026-08-27T12:47:12Z,Rad AI,Rad AI,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/resoomer,2026-08-27T12:47:13Z,Resoomer,Resoomer,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/aicut,2026-08-27T12:47:13Z,aicut,aicut,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/caseguard-studio,2026-08-27T12:47:13Z,CaseGuard Studio,CaseGuard Studio,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/synthesys-studio,2026-08-27T12:47:14Z,Synthesys Studio,Synthesys Studio,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/spiritme,2026-08-27T12:47:15Z,Spiritme,Spiritme,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/tarotap,2026-08-27T12:47:14Z,Tarotap,Tarotap,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/reimagine-home,2026-08-27T12:47:14Z,REimagine Home,REimagine Home,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/simplified,2026-08-27T12:47:14Z,Simplified,Simplified,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/promptomania,2026-08-27T12:47:15Z,Promptomania,Promptomania,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-quiz-generator,2026-08-27T12:47:15Z,AI Quiz Generator by Coursebox,AI Quiz Generator by Coursebox,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/langotalk,2026-08-27T12:47:16Z,Langotalk,Langotalk,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-pdf-summarizer-by-pdf-guru,2026-08-27T12:47:16Z,AI PDF Summarizer by PDF Guru,AI PDF Summarizer by PDF Guru,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/micro1,2026-08-27T12:47:16Z,micro1,micro1,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mymap-ai,2026-08-27T12:47:17Z,MyMap AI,MyMap AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/flair-ai,2026-08-27T12:47:17Z,Flair AI,Flair AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/wordsmith,2026-08-27T12:47:17Z,Wordsmith,Wordsmith,ENTERPRISE,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/mental-models-ai,2026-08-27T12:47:17Z,Mental Models AI,Mental Models AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/zapier,2026-08-27T12:47:18Z,Zapier,Zapier,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/lorka-ai,2026-08-27T12:47:18Z,Lorka AI,Lorka AI,PAID,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/synthesia,2026-08-27T12:47:18Z,Synthesia,Synthesia,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/zenai,2026-08-27T12:47:19Z,ZenAI,ZenAI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/flot-ai,2026-08-27T12:47:18Z,Flot AI,Flot AI,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/virtual-house-flip,2026-08-27T12:47:19Z,Virtual House Flip,Virtual House Flip,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/immersive-translate,2026-08-27T12:47:19Z,Immersive Translate,Immersive Translate,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dola,2026-08-27T12:47:19Z,Dola,Dola,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/runway,2026-08-27T12:47:21Z,Runway,Runway,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/uberduck,2026-08-27T12:47:20Z,Uberduck,Uberduck,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/pizi,2026-08-27T12:47:20Z,Pizi,Pizi,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/uptrendsai,2026-08-27T12:47:20Z,Uptrends.ai,Uptrends.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/riverside,2026-08-27T12:47:21Z,Riverside,Riverside,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/vidflux-ai,2026-08-27T12:47:21Z,vidflux.ai,vidflux.ai,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/google-gemini,2026-08-27T12:47:21Z,Google Gemini,Google Gemini,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/parabola,2026-08-27T12:47:21Z,Parabola,Parabola,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/ai-credit-repair,2026-08-27T12:47:22Z,AI Credit Repair,AI Credit Repair,FREEMIUM,heuristic,
1.0,PRODUCT,Futurepedia,https://www.futurepedia.io/tool/dsgnr-ai,2026-08-27T12:47:22Z,dsgnr AI,dsgnr AI,PAID,heuristic,
